datetime,Q_upstream_m3s,q_lat_m3s,Q_downstream_m3s,h_outlet_m
2022-01-05 20:15:00,54.874,0.563,55.437,0.9236
2022-01-05 20:30:00,34.246,0.0,34.246,0.9636
2022-01-05 20:45:00,61.024,0.517,61.541,0.9971
2022-01-05 21:00:00,73.381,1.654,75.035,1.0584
2022-01-05 21:15:00,43.154,2.187,45.341,0.9881
2022-01-05 21:30:00,26.2,2.761,28.961,1.2883
2022-01-05 21:45:00,73.922,0.316,74.238,1.3837
2022-01-05 22:00:00,30.807,0.0,30.807,1.1989
2022-01-05 22:15:00,58.455,1.787,60.242,1.1046
2022-01-05 22:30:00,49.469,0.0,49.469,0.8515
2022-01-05 22:45:00,62.858,2.117,64.975,0.6123
2022-01-05 23:00:00,32.206,1.825,34.031,0.7731
2022-01-05 23:15:00,61.683,0.714,62.397,1.0542
2022-01-05 23:30:00,75.66,2.309,77.969,0.9268
2022-01-05 23:45:00,39.358,3.205,42.563,1.0991
2022-01-06 00:00:00,72.155,0.888,73.043,1.1511
2022-01-06 00:15:00,57.587,0.0,57.587,1.0588
2022-01-06 00:30:00,12.281,1.186,13.467,0.7016
2022-01-06 00:45:00,57.231,0.0,57.231,1.0046
2022-01-06 01:00:00,17.106,3.102,20.208,0.9601
2022-01-06 01:15:00,50.865,1.358,52.223,0.9379
2022-01-06 01:30:00,20.192,2.431,22.623,0.9932
2022-01-06 01:45:00,43.498,2.003,45.501,1.1811
2022-01-06 02:00:00,47.841,1.253,49.094,0.693
2022-01-06 02:15:00,44.449,2.07,46.519,0.8344
2022-01-06 02:30:00,10.173,2.117,12.29,0.982
2022-01-06 02:45:00,34.349,0.0,34.349,1.3278
2022-01-06 03:00:00,53.973,0.0,53.973,0.7364
2022-01-06 03:15:00,21.873,1.769,23.642,0.9125
2022-01-06 03:30:00,42.78,2.867,45.647,0.9638
2022-01-06 03:45:00,27.657,0.0,27.657,0.8365
2022-01-06 04:00:00,35.704,1.379,37.083,1.3751
2022-01-06 04:15:00,66.051,3.525,69.576,1.2679
2022-01-06 04:30:00,17.379,1.49,18.869,0.8115
2022-01-06 04:45:00,41.072,2.772,43.844,1.022
